accession_no,company_name,file_date,announcement_type,is_genuine_ai_event,item_codes,item_in_scope,filing_url
0001476840-24-000013:exhibit991-8xkq423earnings.htm,"Expensify, Inc.  (EXFY)  (CIK 0001476840)",2024-02-22,,,"1.01,2.02,2.03,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1476840
0001213900-24-016665:ea0200677ex99-2_faraday.htm,"FARADAY FUTURE INTELLIGENT ELECTRIC INC.  (FFIE, FFIEW)  (CIK 0001805521)",2024-02-26,,,"3.03,5.03,7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1805521
0001493152-24-008481:ex99-1.htm,"Soluna Holdings, Inc  (SLNH, SLNHP)  (CIK 0000064463)",2024-03-01,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=64463
0001493152-24-008481:ex99-1.htm,"Soluna Holdings, Inc  (SLNH, SLNHP)  (CIK 0000064463)",2024-03-01,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=64463
0000796343-24-000057:adbeex991q124.htm,ADOBE INC.  (ADBE)  (CIK 0000796343),2024-03-14,,,"2.02,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=796343
0001079973-24-000416:ex99x1.htm,"Lightwave Logic, Inc.  (LWLG)  (CIK 0001325964)",2024-03-25,,,"8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1325964
0001193125-24-083524:d817256dex21.htm,TAKE TWO INTERACTIVE SOFTWARE INC  (TTWO)  (CIK 0000946581),2024-04-01,,,"1.01,3.02,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=946581
0001104659-24-049691:tm249625d4_ex99-1.htm,"BioXcel Therapeutics, Inc.  (BTAI)  (CIK 0001720893)",2024-04-22,,,"7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1720893
0001193125-24-125080:d810346dex991.htm,"FORRESTER RESEARCH, INC.  (FORR)  (CIK 0001023313)",2024-04-30,,,"2.02,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1023313
0001193125-24-131535:d823729dex991.htm,SYNOPSYS INC  (SNPS)  (CIK 0000883241),2024-05-06,,,"8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=883241
0000019617-24-000404:investordaypresentation.htm,"JPMORGAN CHASE & CO  (JPM, AMJB, JPM-PC, JPM-PD, JPM-PJ, JPM-PK, JPM-PL, JPM-PM)  (CIK 0000019617)",2024-05-20,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=19617
0000019617-24-000404:investordaypresentation.htm,"JPMORGAN CHASE & CO  (JPM, AMJB, JPM-PC, JPM-PD, JPM-PJ, JPM-PK, JPM-PL, JPM-PM)  (CIK 0000019617)",2024-05-20,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=19617
0000019617-24-000404:investordaypresentation.htm,"JPMORGAN CHASE & CO  (JPM, AMJB, JPM-PC, JPM-PD, JPM-PJ, JPM-PK, JPM-PL, JPM-PM)  (CIK 0000019617)",2024-05-20,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=19617
0000019617-24-000404:investordaypresentation.htm,"JPMORGAN CHASE & CO  (JPM, AMJB, JPM-PC, JPM-PD, JPM-PJ, JPM-PK, JPM-PL, JPM-PM)  (CIK 0000019617)",2024-05-20,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=19617
0000019617-24-000404:investordaypresentation.htm,"JPMORGAN CHASE & CO  (JPM, AMJB, JPM-PC, JPM-PD, JPM-PJ, JPM-PK, JPM-PL, JPM-PM)  (CIK 0000019617)",2024-05-20,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=19617
0000019617-24-000404:investordaypresentation.htm,"JPMORGAN CHASE & CO  (JPM, AMJB, JPM-PC, JPM-PD, JPM-PJ, JPM-PK, JPM-PL, JPM-PM)  (CIK 0000019617)",2024-05-20,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=19617
0000019617-24-000404:investordaypresentation.htm,"JPMORGAN CHASE & CO  (JPM, AMJB, JPM-PC, JPM-PD, JPM-PJ, JPM-PK, JPM-PL, JPM-PM)  (CIK 0000019617)",2024-05-20,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=19617
0000019617-24-000404:investordaypresentation.htm,"JPMORGAN CHASE & CO  (JPM, AMJB, JPM-PC, JPM-PD, JPM-PJ, JPM-PK, JPM-PL, JPM-PM)  (CIK 0000019617)",2024-05-20,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=19617
0000019617-24-000404:investordaypresentation.htm,"JPMORGAN CHASE & CO  (JPM, AMJB, JPM-PC, JPM-PD, JPM-PJ, JPM-PK, JPM-PL, JPM-PM)  (CIK 0000019617)",2024-05-20,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=19617
0001493152-24-021002:ex99-3.htm,"Soluna Holdings, Inc  (SLNH, SLNHP)  (CIK 0000064463)",2024-05-22,,,"1.01,2.02,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=64463
0001493152-24-021002:ex99-3.htm,"Soluna Holdings, Inc  (SLNH, SLNHP)  (CIK 0000064463)",2024-05-22,,,"1.01,2.02,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=64463
0001628280-24-025609:ex991-fy24xq4earnings.htm,"C3.ai, Inc.  (AI)  (CIK 0001577526)",2024-05-29,,,"2.02,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1577526
0001628908-24-000057:exhibit992.htm,"Evolent Health, Inc.  (EVH)  (CIK 0001628908)",2024-06-04,,,"7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1628908
0001193125-24-173893:d657095dex101.htm,Douglas Elliman Inc.  (DOUG)  (CIK 0001878897),2024-07-02,,,"1.01,2.02,2.03,3.02,5.02,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1878897
0001493152-24-028109:ex99-1.htm,"Soluna Holdings, Inc  (SLNH, SLNHP)  (CIK 0000064463)",2024-07-17,,,"1.01,2.03,3.02,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=64463
0001493152-24-028109:ex99-1.htm,"Soluna Holdings, Inc  (SLNH, SLNHP)  (CIK 0000064463)",2024-07-17,,,"1.01,2.03,3.02,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=64463
0000950170-24-085444:rdzn-ex99_1.htm,"Roadzen Inc.  (RDZN, RDZNW)  (CIK 0001868640)",2024-07-23,,,"1.01,3.02,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1868640
0001516912-24-000089:a06302024obkexhibit991er.htm,"Origin Bancorp, Inc.  (OBK)  (CIK 0001516912)",2024-07-24,,,"2.02,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1516912
0001493152-24-028863:ex99-1.htm,OneMeta Inc.  (ONEI)  (CIK 0001388295),2024-07-24,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1388295
0001493152-24-028932:ex99.htm,"Soluna Holdings, Inc  (SLNH, SLNHP)  (CIK 0000064463)",2024-07-24,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=64463
0001493152-24-028932:ex99.htm,"Soluna Holdings, Inc  (SLNH, SLNHP)  (CIK 0000064463)",2024-07-24,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=64463
0001193125-24-184277:d875063dex992.htm,"2U, Inc.  (TWOUQ)  (CIK 0001459417)",2024-07-25,,,"1.01,1.03,2.04,5.02,7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1459417
0001650372-24-000023:q42024shareholderletter.htm,Atlassian Corp  (TEAM)  (CIK 0001650372),2024-08-01,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1650372
0001477932-24-005277:haia_ex101.htm,"Healthcare AI Acquisition Corp.  (HAIA, HAIAU, HAIAW)  (CIK 0001848861)",2024-08-26,,,"1.01,2.03,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1848861
0001171843-24-004941:exh_991.htm,Mawson Infrastructure Group Inc.  (MIGI)  (CIK 0001218683),2024-08-27,,,"8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1218683
0001352010-24-000031:exhibit21materialdefinitiv.htm,"EPAM Systems, Inc.  (EPAM)  (CIK 0001352010)",2024-09-04,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1352010
0001193125-24-215572:d795614dex101.htm,"Edgio, Inc.  (EGIO)  (CIK 0001391127)",2024-09-09,,,"1.01,1.03,2.03,2.04,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1391127
0001552781-24-000522:e24386_ex2-1.htm,PROGRESS SOFTWARE CORP /MA  (PRGS)  (CIK 0000876167),2024-09-09,,,"1.01,2.02,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=876167
0001493152-24-035524:ex99-1.htm,"Soluna Holdings, Inc  (SLNH, SLNHP)  (CIK 0000064463)",2024-09-09,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=64463
0001493152-24-035524:ex99-1.htm,"Soluna Holdings, Inc  (SLNH, SLNHP)  (CIK 0000064463)",2024-09-09,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=64463
0001493152-24-036279:ex99-1.htm,Artificial Intelligence Technology Solutions Inc.  (AITX)  (CIK 0001498148),2024-09-16,,,"8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1498148
0001493152-24-036350:ex99-1.htm,"Soluna Holdings, Inc  (SLNH, SLNHP)  (CIK 0000064463)",2024-09-16,,,"8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=64463
0001493152-24-036350:ex99-1.htm,"Soluna Holdings, Inc  (SLNH, SLNHP)  (CIK 0000064463)",2024-09-16,,,"8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=64463
0001493152-24-039310:ex99-1.htm,"Soluna Holdings, Inc  (SLNH, SLNHP)  (CIK 0000064463)",2024-10-03,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=64463
0001493152-24-039310:ex99-1.htm,"Soluna Holdings, Inc  (SLNH, SLNHP)  (CIK 0000064463)",2024-10-03,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=64463
0001437749-24-030748:ex_730179.htm,Comstock Inc.  (LODE)  (CIK 0001120970),2024-10-07,,,"1.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1120970
0001437749-24-030846:ex_730613.htm,"TSS, Inc.  (TSSI)  (CIK 0001320760)",2024-10-08,,,"5.02,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1320760
0001839882-24-032980:ex99-01.htm,Tonix Pharmaceuticals Holding Corp.  (TNXP)  (CIK 0001430306),2024-10-08,,,"7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1430306
0001516912-24-000110:a09_30x2024obkinvestorpr.htm,"Origin Bancorp, Inc.  (OBK)  (CIK 0001516912)",2024-10-23,,,"2.02,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1516912
0001193125-24-242283:d846576dex991.htm,"NASDAQ, INC.  (NDAQ)  (CIK 0001120193)",2024-10-24,,,"2.02,7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1120193
0000730708-24-000209:a3q2024earningsrelease.htm,SEACOAST BANKING CORP OF FLORIDA  (SBCF)  (CIK 0000730708),2024-10-24,,,"2.02,7.01,8.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=730708
0001213900-24-094213:ea021993201ex99-1_datchat.htm,"DatChat, Inc.  (DATS, DATSW)  (CIK 0001648960)",2024-11-04,,,"1.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1648960
0001213900-24-094213:ea021993201ex99-1_datchat.htm,"DatChat, Inc.  (DATS, DATSW)  (CIK 0001648960)",2024-11-04,,,"1.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1648960
0001104659-24-115972:tm2427983d1_ex99-1.htm,"Treasure Holdco, Inc.  (CIK 0002021031)",2024-11-08,,,"1.01,2.01,2.03,5.02,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=2021031
0001437749-24-034946:ex_747982.htm,Comstock Inc.  (LODE)  (CIK 0001120970),2024-11-13,,,"1.01,1.02,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1120970
0001477932-24-008044:haia_8k.htm,"Healthcare AI Acquisition Corp.  (HAIA, HAIAU, HAIAW)  (CIK 0001848861)",2024-12-12,,,"3.01,8.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1848861
0001437749-24-037730:ex_758339.htm,Comstock Inc.  (LODE)  (CIK 0001120970),2024-12-17,,,"1.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1120970
0000730708-24-000240:sbcfpressrelease20241219.htm,SEACOAST BANKING CORP OF FLORIDA  (SBCF)  (CIK 0000730708),2024-12-19,,,"8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=730708
0001437749-24-038022:ex_755343.htm,Comstock Inc.  (LODE)  (CIK 0001120970),2024-12-20,,,"1.01,1.02,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1120970
0001193125-24-284230:d915960dex991.htm,Cerence Inc.  (CRNC)  (CIK 0001768267),2024-12-23,,,"1.02,7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1768267
0001140361-25-000113:ef20041017_ex2-1.htm,"NU SKIN ENTERPRISES, INC.  (NUS)  (CIK 0001021561)",2025-01-03,,,"1.01,2.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1021561
0001493152-25-000996:ex99-2.htm,"Roadzen Inc.  (RDZN, RDZNW)  (CIK 0001868640)",2025-01-06,,,"1.01,3.02,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1868640
0001493152-25-001227:ex99-1.htm,"Global AI, Inc.  (GLAI)  (CIK 0001473490)",2025-01-07,,,"1.01,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1473490
0001420720-25-000003:ibio-20250110xex99d1.htm,"iBio, Inc.  (IBIO)  (CIK 0001420720)",2025-01-10,,,"7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1420720
0001628280-25-001612:final-jpm2025presentatio.htm,Absci Corp  (ABSI)  (CIK 0001672688),2025-01-15,,,"8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1672688
0000072971-25-000007:ex993-wellsfargo4q24pres.htm,"WELLS FARGO & COMPANY/MN  (WFC, WFCNP, WFC-PA, WFC-PC, WFC-PD, WFC-PL, WFC-PY, WFC-PZ)  (CIK 0000072971)",2025-01-15,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=72971
0000072971-25-000007:ex993-wellsfargo4q24pres.htm,"WELLS FARGO & COMPANY/MN  (WFC, WFCNP, WFC-PA, WFC-PC, WFC-PD, WFC-PL, WFC-PY, WFC-PZ)  (CIK 0000072971)",2025-01-15,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=72971
0000072971-25-000007:ex993-wellsfargo4q24pres.htm,"WELLS FARGO & COMPANY/MN  (WFC, WFCNP, WFC-PA, WFC-PC, WFC-PD, WFC-PL, WFC-PY, WFC-PZ)  (CIK 0000072971)",2025-01-15,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=72971
0000072971-25-000007:ex993-wellsfargo4q24pres.htm,"WELLS FARGO & COMPANY/MN  (WFC, WFCNP, WFC-PA, WFC-PC, WFC-PD, WFC-PL, WFC-PY, WFC-PZ)  (CIK 0000072971)",2025-01-15,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=72971
0000072971-25-000007:ex993-wellsfargo4q24pres.htm,"WELLS FARGO & COMPANY/MN  (WFC, WFCNP, WFC-PA, WFC-PC, WFC-PD, WFC-PL, WFC-PY, WFC-PZ)  (CIK 0000072971)",2025-01-15,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=72971
0000072971-25-000007:ex993-wellsfargo4q24pres.htm,"WELLS FARGO & COMPANY/MN  (WFC, WFCNP, WFC-PA, WFC-PC, WFC-PD, WFC-PL, WFC-PY, WFC-PZ)  (CIK 0000072971)",2025-01-15,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=72971
0000072971-25-000007:ex993-wellsfargo4q24pres.htm,"WELLS FARGO & COMPANY/MN  (WFC, WFCNP, WFC-PA, WFC-PC, WFC-PD, WFC-PL, WFC-PY, WFC-PZ)  (CIK 0000072971)",2025-01-15,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=72971
0000072971-25-000007:ex993-wellsfargo4q24pres.htm,"WELLS FARGO & COMPANY/MN  (WFC, WFCNP, WFC-PA, WFC-PC, WFC-PD, WFC-PL, WFC-PY, WFC-PZ)  (CIK 0000072971)",2025-01-15,,,,REVIEW,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=72971
0001516912-25-000008:a12312024obkexhibit991er.htm,"Origin Bancorp, Inc.  (OBK)  (CIK 0001516912)",2025-01-22,,,"2.02,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1516912
0001437749-25-002314:ex_772978.htm,Comstock Inc.  (LODE)  (CIK 0001120970),2025-01-31,,,"1.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1120970
0001193125-25-023641:d929762d8k.htm,"TheRealReal, Inc.  (REAL)  (CIK 0001573221)",2025-02-10,,,"1.01,2.02,2.03,3.02,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1573221
0001413447-25-000015:projectkaratepressrelease.htm,NXP Semiconductors N.V.  (NXPI)  (CIK 0001413447),2025-02-10,,,8.01,Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1413447
0001437749-25-003661:ex_777433.htm,Comstock Inc.  (LODE)  (CIK 0001120970),2025-02-13,,,"1.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1120970
0001199835-25-000044:lsmg-ex10_02.htm,Lode-Star Mining Inc.  (LSMG)  (CIK 0001319643),2025-02-14,,,"1.01,2.01,3.02,5.03,5.06,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1319643
0001477932-25-001101:haia_8k.htm,"Healthcare AI Acquisition Corp.  (HAIAF, HAIUF, HAIWF)  (CIK 0001848861)",2025-02-18,,,8.01,Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1848861
0001654954-25-001736:nixx_ex992.htm,"Nixxy, Inc.  (NIXX, NIXXW)  (CIK 0001462223)",2025-02-21,,,"1.01,3.02,5.02,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1462223
0001213900-25-016113:ea023179101ex99-1_getty.htm,"Getty Images Holdings, Inc.  (GETY)  (CIK 0001898496)",2025-02-21,,,"1.01,2.03,7.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1898496
0001628280-25-008190:semrush8-kexhibit991q42024.htm,"SEMrush Holdings, Inc.  (SEMR)  (CIK 0001831840)",2025-02-26,,,"2.02,5.02,7.01,8.01,9.01",Y,https://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=1831840
